Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
11/04/2020,02/01/2020,10/31/2020,AK,Anchorage Borough,2020,Medium metro,48,1544
11/04/2020,02/01/2020,10/31/2020,AK,Fairbanks North Star Borough,2090,Small metro,14,368
11/04/2020,02/01/2020,10/31/2020,AL,Autauga County,1001,Medium metro,27,386
11/04/2020,02/01/2020,10/31/2020,AL,Baldwin County,1003,Small metro,85,1664
11/04/2020,02/01/2020,10/31/2020,AL,Barbour County,1005,Noncore,13,205
11/04/2020,02/01/2020,10/31/2020,AL,Bibb County,1007,Large fringe metro,18,143
11/04/2020,02/01/2020,10/31/2020,AL,Blount County,1009,Large fringe metro,12,377
11/04/2020,02/01/2020,10/31/2020,AL,Butler County,1013,Noncore,27,170
11/04/2020,02/01/2020,10/31/2020,AL,Calhoun County,1015,Small metro,102,1205
11/04/2020,02/01/2020,10/31/2020,AL,Chambers County,1017,Micropolitan,10,288
11/04/2020,02/01/2020,10/31/2020,AL,Cherokee County,1019,Noncore,10,230
11/04/2020,02/01/2020,10/31/2020,AL,Chilton County,1021,Large fringe metro,18,308
11/04/2020,02/01/2020,10/31/2020,AL,Clay County,1027,Noncore,28,150
11/04/2020,02/01/2020,10/31/2020,AL,Coffee County,1031,Micropolitan,12,391
11/04/2020,02/01/2020,10/31/2020,AL,Colbert County,1033,Small metro,41,484
11/04/2020,02/01/2020,10/31/2020,AL,Covington County,1039,Noncore,56,433
11/04/2020,02/01/2020,10/31/2020,AL,Crenshaw County,1041,Noncore,26,154
11/04/2020,02/01/2020,10/31/2020,AL,Cullman County,1043,Micropolitan,34,779
11/04/2020,02/01/2020,10/31/2020,AL,Dale County,1045,Micropolitan,53,367
11/04/2020,02/01/2020,10/31/2020,AL,Dallas County,1047,Micropolitan,46,366
11/04/2020,02/01/2020,10/31/2020,AL,DeKalb County,1049,Noncore,21,525
11/04/2020,02/01/2020,10/31/2020,AL,Elmore County,1051,Medium metro,35,523
11/04/2020,02/01/2020,10/31/2020,AL,Escambia County,1053,Noncore,21,287
11/04/2020,02/01/2020,10/31/2020,AL,Etowah County,1055,Small metro,139,1276
11/04/2020,02/01/2020,10/31/2020,AL,Franklin County,1059,Noncore,13,229
11/04/2020,02/01/2020,10/31/2020,AL,Houston County,1069,Small metro,253,1569
11/04/2020,02/01/2020,10/31/2020,AL,Jackson County,1071,Micropolitan,18,480
11/04/2020,02/01/2020,10/31/2020,AL,Jefferson County,1073,Large central metro,654,7657
11/04/2020,02/01/2020,10/31/2020,AL,Lauderdale County,1077,Small metro,77,1113
11/04/2020,02/01/2020,10/31/2020,AL,Lee County,1081,Small metro,150,1013
11/04/2020,02/01/2020,10/31/2020,AL,Limestone County,1083,Medium metro,37,620
11/04/2020,02/01/2020,10/31/2020,AL,Madison County,1089,Medium metro,162,3209
11/04/2020,02/01/2020,10/31/2020,AL,Marengo County,1091,Noncore,16,184
11/04/2020,02/01/2020,10/31/2020,AL,Marion County,1093,Noncore,25,304
11/04/2020,02/01/2020,10/31/2020,AL,Marshall County,1095,Micropolitan,54,924
11/04/2020,02/01/2020,10/31/2020,AL,Mobile County,1097,Medium metro,443,4141
11/04/2020,02/01/2020,10/31/2020,AL,Montgomery County,1101,Medium metro,358,2475
11/04/2020,02/01/2020,10/31/2020,AL,Morgan County,1103,Small metro,60,1035
11/04/2020,02/01/2020,10/31/2020,AL,Pike County,1109,Micropolitan,16,227
11/04/2020,02/01/2020,10/31/2020,AL,Randolph County,1111,Noncore,11,170
11/04/2020,02/01/2020,10/31/2020,AL,Russell County,1113,Medium metro,12,295
11/04/2020,02/01/2020,10/31/2020,AL,St. Clair County,1115,Large fringe metro,43,612
11/04/2020,02/01/2020,10/31/2020,AL,Shelby County,1117,Large fringe metro,88,1123
11/04/2020,02/01/2020,10/31/2020,AL,Talladega County,1121,Micropolitan,32,663
11/04/2020,02/01/2020,10/31/2020,AL,Tallapoosa County,1123,Noncore,70,420
11/04/2020,02/01/2020,10/31/2020,AL,Tuscaloosa County,1125,Small metro,237,1836
11/04/2020,02/01/2020,10/31/2020,AL,Walker County,1127,Large fringe metro,72,797
11/04/2020,02/01/2020,10/31/2020,AL,Washington County,1129,Noncore,10,99
11/04/2020,02/01/2020,10/31/2020,AL,Winston County,1133,Noncore,10,213
11/04/2020,02/01/2020,10/31/2020,AR,Baxter County,5005,Micropolitan,25,690
11/04/2020,02/01/2020,10/31/2020,AR,Benton County,5007,Medium metro,142,1475
11/04/2020,02/01/2020,10/31/2020,AR,Boone County,5009,Micropolitan,24,341
11/04/2020,02/01/2020,10/31/2020,AR,Chicot County,5017,Noncore,12,85
11/04/2020,02/01/2020,10/31/2020,AR,Columbia County,5027,Micropolitan,18,211
11/04/2020,02/01/2020,10/31/2020,AR,Craighead County,5031,Small metro,162,1646
11/04/2020,02/01/2020,10/31/2020,AR,Crittenden County,5035,Large fringe metro,21,284
11/04/2020,02/01/2020,10/31/2020,AR,Faulkner County,5045,Medium metro,47,835
11/04/2020,02/01/2020,10/31/2020,AR,Garland County,5051,Small metro,97,1387
11/04/2020,02/01/2020,10/31/2020,AR,Howard County,5061,Noncore,10,120
11/04/2020,02/01/2020,10/31/2020,AR,Independence County,5063,Micropolitan,59,422
11/04/2020,02/01/2020,10/31/2020,AR,Jefferson County,5069,Small metro,102,769
11/04/2020,02/01/2020,10/31/2020,AR,Little River County,5081,Small metro,25,124
11/04/2020,02/01/2020,10/31/2020,AR,Lonoke County,5085,Medium metro,13,353
11/04/2020,02/01/2020,10/31/2020,AR,Mississippi County,5093,Micropolitan,22,296
11/04/2020,02/01/2020,10/31/2020,AR,Newton County,5101,Micropolitan,13,80
11/04/2020,02/01/2020,10/31/2020,AR,Pope County,5115,Micropolitan,22,517
11/04/2020,02/01/2020,10/31/2020,AR,Pulaski County,5119,Medium metro,352,5018
11/04/2020,02/01/2020,10/31/2020,AR,Randolph County,5121,Noncore,13,127
11/04/2020,02/01/2020,10/31/2020,AR,Saline County,5125,Medium metro,29,705
11/04/2020,02/01/2020,10/31/2020,AR,Sebastian County,5131,Medium metro,136,1777
11/04/2020,02/01/2020,10/31/2020,AR,Stone County,5137,Noncore,13,130
11/04/2020,02/01/2020,10/31/2020,AR,Union County,5139,Micropolitan,49,431
11/04/2020,02/01/2020,10/31/2020,AR,Washington County,5143,Medium metro,181,1859
11/04/2020,02/01/2020,10/31/2020,AR,White County,5145,Micropolitan,37,714
11/04/2020,02/01/2020,10/31/2020,AZ,Apache County,4001,Noncore,42,421
11/04/2020,02/01/2020,10/31/2020,AZ,Cochise County,4003,Small metro,31,844
11/04/2020,02/01/2020,10/31/2020,AZ,Coconino County,4005,Small metro,131,988
11/04/2020,02/01/2020,10/31/2020,AZ,Gila County,4007,Micropolitan,34,563
11/04/2020,02/01/2020,10/31/2020,AZ,Graham County,4009,Micropolitan,23,237
11/04/2020,02/01/2020,10/31/2020,AZ,Maricopa County,4013,Large central metro,3544,32851
11/04/2020,02/01/2020,10/31/2020,AZ,Mohave County,4015,Small metro,193,2739
11/04/2020,02/01/2020,10/31/2020,AZ,Navajo County,4017,Micropolitan,65,832
11/04/2020,02/01/2020,10/31/2020,AZ,Pima County,4019,Medium metro,746,9498
11/04/2020,02/01/2020,10/31/2020,AZ,Pinal County,4021,Large fringe metro,86,2063
11/04/2020,02/01/2020,10/31/2020,AZ,Yavapai County,4025,Small metro,83,2469
11/04/2020,02/01/2020,10/31/2020,AZ,Yuma County,4027,Small metro,312,1697
11/04/2020,02/01/2020,10/31/2020,CA,Alameda County,6001,Large central metro,448,8259
11/04/2020,02/01/2020,10/31/2020,CA,Amador County,6005,Noncore,28,327
11/04/2020,02/01/2020,10/31/2020,CA,Butte County,6007,Small metro,52,1692
11/04/2020,02/01/2020,10/31/2020,CA,Calaveras County,6009,Noncore,11,288
11/04/2020,02/01/2020,10/31/2020,CA,Contra Costa County,6013,Large fringe metro,219,6143
11/04/2020,02/01/2020,10/31/2020,CA,Fresno County,6019,Medium metro,438,6310
11/04/2020,02/01/2020,10/31/2020,CA,Imperial County,6025,Small metro,192,954
11/04/2020,02/01/2020,10/31/2020,CA,Inyo County,6027,Noncore,14,146
11/04/2020,02/01/2020,10/31/2020,CA,Kern County,6029,Medium metro,426,5226
11/04/2020,02/01/2020,10/31/2020,CA,Kings County,6031,Small metro,120,766
11/04/2020,02/01/2020,10/31/2020,CA,Lake County,6033,Micropolitan,14,495
11/04/2020,02/01/2020,10/31/2020,CA,Los Angeles County,6037,Large central metro,6300,57093
11/04/2020,02/01/2020,10/31/2020,CA,Madera County,6039,Small metro,91,790
11/04/2020,02/01/2020,10/31/2020,CA,Marin County,6041,Large fringe metro,101,1550
11/04/2020,02/01/2020,10/31/2020,CA,Mendocino County,6045,Micropolitan,17,649
11/04/2020,02/01/2020,10/31/2020,CA,Merced County,6047,Medium metro,86,1225
11/04/2020,02/01/2020,10/31/2020,CA,Monterey County,6053,Medium metro,86,2114
11/04/2020,02/01/2020,10/31/2020,CA,Napa County,6055,Small metro,21,935
11/04/2020,02/01/2020,10/31/2020,CA,Orange County,6059,Large central metro,1375,17042
11/04/2020,02/01/2020,10/31/2020,CA,Placer County,6061,Large fringe metro,104,3010
11/04/2020,02/01/2020,10/31/2020,CA,Riverside County,6065,Large central metro,1361,14663
11/04/2020,02/01/2020,10/31/2020,CA,Sacramento County,6067,Large central metro,472,9793
11/04/2020,02/01/2020,10/31/2020,CA,San Bernardino County,6071,Large fringe metro,1221,13079
11/04/2020,02/01/2020,10/31/2020,CA,San Diego County,6073,Large central metro,1080,18293
11/04/2020,02/01/2020,10/31/2020,CA,San Francisco County,6075,Large central metro,152,4869
11/04/2020,02/01/2020,10/31/2020,CA,San Joaquin County,6077,Medium metro,465,4634
11/04/2020,02/01/2020,10/31/2020,CA,San Luis Obispo County,6079,Medium metro,30,1756
11/04/2020,02/01/2020,10/31/2020,CA,San Mateo County,6081,Large fringe metro,174,3601
11/04/2020,02/01/2020,10/31/2020,CA,Santa Barbara County,6083,Medium metro,135,2548
11/04/2020,02/01/2020,10/31/2020,CA,Santa Clara County,6085,Large central metro,365,8724
11/04/2020,02/01/2020,10/31/2020,CA,Santa Cruz County,6087,Medium metro,34,1264
11/04/2020,02/01/2020,10/31/2020,CA,Shasta County,6089,Small metro,32,1867
11/04/2020,02/01/2020,10/31/2020,CA,Solano County,6095,Medium metro,102,2627
11/04/2020,02/01/2020,10/31/2020,CA,Sonoma County,6097,Medium metro,147,3328
11/04/2020,02/01/2020,10/31/2020,CA,Stanislaus County,6099,Medium metro,504,4399
11/04/2020,02/01/2020,10/31/2020,CA,Tehama County,6103,Micropolitan,10,416
11/04/2020,02/01/2020,10/31/2020,CA,Tulare County,6107,Medium metro,288,2575
11/04/2020,02/01/2020,10/31/2020,CA,Ventura County,6111,Medium metro,178,4531
11/04/2020,02/01/2020,10/31/2020,CA,Yolo County,6113,Large fringe metro,46,914
11/04/2020,02/01/2020,10/31/2020,CA,Yuba County,6115,Small metro,19,593
11/04/2020,02/01/2020,10/31/2020,CO,Adams County,8001,Large fringe metro,315,3008
11/04/2020,02/01/2020,10/31/2020,CO,Arapahoe County,8005,Large fringe metro,427,3730
11/04/2020,02/01/2020,10/31/2020,CO,Boulder County,8013,Medium metro,97,1870
11/04/2020,02/01/2020,10/31/2020,CO,Broomfield County,8014,Large fringe metro,28,261
11/04/2020,02/01/2020,10/31/2020,CO,Chaffee County,8015,Noncore,17,148
11/04/2020,02/01/2020,10/31/2020,CO,Denver County,8031,Large central metro,339,4279
11/04/2020,02/01/2020,10/31/2020,CO,Douglas County,8035,Large fringe metro,73,1305
11/04/2020,02/01/2020,10/31/2020,CO,El Paso County,8041,Medium metro,199,4209
11/04/2020,02/01/2020,10/31/2020,CO,Jefferson County,8059,Large fringe metro,271,3948
11/04/2020,02/01/2020,10/31/2020,CO,Larimer County,8069,Medium metro,71,2074
11/04/2020,02/01/2020,10/31/2020,CO,Logan County,8075,Micropolitan,11,162
11/04/2020,02/01/2020,10/31/2020,CO,Mesa County,8077,Small metro,24,1456
11/04/2020,02/01/2020,10/31/2020,CO,Montrose County,8085,Micropolitan,14,330
11/04/2020,02/01/2020,10/31/2020,CO,Morgan County,8087,Micropolitan,40,203
11/04/2020,02/01/2020,10/31/2020,CO,Pueblo County,8101,Small metro,39,1636
11/04/2020,02/01/2020,10/31/2020,CO,Weld County,8123,Medium metro,127,1345
11/04/2020,02/01/2020,10/31/2020,CT,Fairfield County,9001,Medium metro,1457,6079
11/04/2020,02/01/2020,10/31/2020,CT,Hartford County,9003,Large central metro,1457,7307
11/04/2020,02/01/2020,10/31/2020,CT,Litchfield County,9005,Micropolitan,136,1132
11/04/2020,02/01/2020,10/31/2020,CT,Middlesex County,9007,Large fringe metro,180,1111
11/04/2020,02/01/2020,10/31/2020,CT,New Haven County,9009,Medium metro,1106,6945
11/04/2020,02/01/2020,10/31/2020,CT,New London County,9011,Medium metro,122,1655
11/04/2020,02/01/2020,10/31/2020,CT,Tolland County,9013,Large fringe metro,48,529
11/04/2020,02/01/2020,10/31/2020,CT,Windham County,9015,Medium metro,14,659
11/04/2020,02/01/2020,10/31/2020,DC,District of Columbia,11001,Large central metro,788,5391
11/04/2020,02/01/2020,10/31/2020,DE,Kent County,10001,Small metro,110,1454
11/04/2020,02/01/2020,10/31/2020,DE,New Castle County,10003,Large fringe metro,293,4147
11/04/2020,02/01/2020,10/31/2020,DE,Sussex County,10005,Medium metro,197,2080
11/04/2020,02/01/2020,10/31/2020,FL,Alachua County,12001,Medium metro,234,2949
11/04/2020,02/01/2020,10/31/2020,FL,Bay County,12005,Small metro,141,1615
11/04/2020,02/01/2020,10/31/2020,FL,Brevard County,12009,Medium metro,373,6128
11/04/2020,02/01/2020,10/31/2020,FL,Broward County,12011,Large fringe metro,1725,13719
11/04/2020,02/01/2020,10/31/2020,FL,Charlotte County,12015,Small metro,158,2439
11/04/2020,02/01/2020,10/31/2020,FL,Citrus County,12017,Small metro,92,2202
11/04/2020,02/01/2020,10/31/2020,FL,Clay County,12019,Large fringe metro,127,1824
11/04/2020,02/01/2020,10/31/2020,FL,Collier County,12021,Medium metro,274,3058
11/04/2020,02/01/2020,10/31/2020,FL,Columbia County,12023,Micropolitan,82,826
11/04/2020,02/01/2020,10/31/2020,FL,Duval County,12031,Large central metro,666,8533
11/04/2020,02/01/2020,10/31/2020,FL,Escambia County,12033,Medium metro,346,3934
11/04/2020,02/01/2020,10/31/2020,FL,Flagler County,12035,Medium metro,44,1181
11/04/2020,02/01/2020,10/31/2020,FL,Hendry County,12051,Micropolitan,16,158
11/04/2020,02/01/2020,10/31/2020,FL,Hernando County,12053,Large fringe metro,141,2367
11/04/2020,02/01/2020,10/31/2020,FL,Highlands County,12055,Small metro,120,1457
11/04/2020,02/01/2020,10/31/2020,FL,Hillsborough County,12057,Large central metro,870,10251
11/04/2020,02/01/2020,10/31/2020,FL,Indian River County,12061,Small metro,89,1784
11/04/2020,02/01/2020,10/31/2020,FL,Jackson County,12063,Noncore,54,453
11/04/2020,02/01/2020,10/31/2020,FL,Lake County,12069,Large fringe metro,234,3470
11/04/2020,02/01/2020,10/31/2020,FL,Lee County,12071,Medium metro,483,6340
11/04/2020,02/01/2020,10/31/2020,FL,Leon County,12073,Medium metro,259,2503
11/04/2020,02/01/2020,10/31/2020,FL,Manatee County,12081,Medium metro,348,3722
11/04/2020,02/01/2020,10/31/2020,FL,Marion County,12083,Medium metro,297,4361
11/04/2020,02/01/2020,10/31/2020,FL,Martin County,12085,Medium metro,238,1736
11/04/2020,02/01/2020,10/31/2020,FL,Miami-Dade County,12086,Large central metro,3357,19782
11/04/2020,02/01/2020,10/31/2020,FL,Monroe County,12087,Micropolitan,16,432
11/04/2020,02/01/2020,10/31/2020,FL,Nassau County,12089,Large fringe metro,17,546
11/04/2020,02/01/2020,10/31/2020,FL,Okaloosa County,12091,Small metro,129,1627
11/04/2020,02/01/2020,10/31/2020,FL,Okeechobee County,12093,Micropolitan,32,356
11/04/2020,02/01/2020,10/31/2020,FL,Orange County,12095,Large central metro,681,8409
11/04/2020,02/01/2020,10/31/2020,FL,Osceola County,12097,Large fringe metro,217,2146
11/04/2020,02/01/2020,10/31/2020,FL,Palm Beach County,12099,Large fringe metro,1593,13617
11/04/2020,02/01/2020,10/31/2020,FL,Pasco County,12101,Large fringe metro,194,5083
11/04/2020,02/01/2020,10/31/2020,FL,Pinellas County,12103,Large central metro,801,10531
11/04/2020,02/01/2020,10/31/2020,FL,Polk County,12105,Medium metro,552,6023
11/04/2020,02/01/2020,10/31/2020,FL,Putnam County,12107,Micropolitan,30,656
11/04/2020,02/01/2020,10/31/2020,FL,St. Johns County,12109,Large fringe metro,38,1367
11/04/2020,02/01/2020,10/31/2020,FL,St. Lucie County,12111,Medium metro,206,2822
11/04/2020,02/01/2020,10/31/2020,FL,Santa Rosa County,12113,Medium metro,43,950
11/04/2020,02/01/2020,10/31/2020,FL,Sarasota County,12115,Medium metro,335,4983
11/04/2020,02/01/2020,10/31/2020,FL,Seminole County,12117,Large fringe metro,176,2838
11/04/2020,02/01/2020,10/31/2020,FL,Sumter County,12119,Small metro,84,1895
11/04/2020,02/01/2020,10/31/2020,FL,Suwannee County,12121,Noncore,20,285
11/04/2020,02/01/2020,10/31/2020,FL,Union County,12125,Noncore,16,114
11/04/2020,02/01/2020,10/31/2020,FL,Volusia County,12127,Medium metro,339,6155
11/04/2020,02/01/2020,10/31/2020,FL,Walton County,12131,Small metro,35,513
11/04/2020,02/01/2020,10/31/2020,FL,Washington County,12133,Noncore,20,214
11/04/2020,02/01/2020,10/31/2020,GA,Appling County,13001,Noncore,16,118
11/04/2020,02/01/2020,10/31/2020,GA,Bacon County,13005,Noncore,20,122
11/04/2020,02/01/2020,10/31/2020,GA,Baldwin County,13009,Micropolitan,60,381
11/04/2020,02/01/2020,10/31/2020,GA,Barrow County,13013,Large fringe metro,19,326
11/04/2020,02/01/2020,10/31/2020,GA,Bartow County,13015,Large fringe metro,62,778
11/04/2020,02/01/2020,10/31/2020,GA,Ben Hill County,13017,Micropolitan,26,166
11/04/2020,02/01/2020,10/31/2020,GA,Berrien County,13019,Noncore,10,121
11/04/2020,02/01/2020,10/31/2020,GA,Bibb County,13021,Small metro,285,2323
11/04/2020,02/01/2020,10/31/2020,GA,Bleckley County,13023,Noncore,13,77
11/04/2020,02/01/2020,10/31/2020,GA,Bulloch County,13031,Micropolitan,53,549
11/04/2020,02/01/2020,10/31/2020,GA,Butts County,13035,Large fringe metro,20,189
11/04/2020,02/01/2020,10/31/2020,GA,Camden County,13039,Micropolitan,10,224
11/04/2020,02/01/2020,10/31/2020,GA,Candler County,13043,Noncore,17,108
11/04/2020,02/01/2020,10/31/2020,GA,Carroll County,13045,Large fringe metro,82,969
11/04/2020,02/01/2020,10/31/2020,GA,Chatham County,13051,Medium metro,262,2909
11/04/2020,02/01/2020,10/31/2020,GA,Cherokee County,13057,Large fringe metro,56,1074
11/04/2020,02/01/2020,10/31/2020,GA,Clarke County,13059,Small metro,134,1289
11/04/2020,02/01/2020,10/31/2020,GA,Clayton County,13063,Large fringe metro,64,1068
11/04/2020,02/01/2020,10/31/2020,GA,Cobb County,13067,Large fringe metro,440,4387
11/04/2020,02/01/2020,10/31/2020,GA,Coffee County,13069,Micropolitan,52,327
11/04/2020,02/01/2020,10/31/2020,GA,Colquitt County,13071,Micropolitan,47,458
11/04/2020,02/01/2020,10/31/2020,GA,Columbia County,13073,Medium metro,14,492
11/04/2020,02/01/2020,10/31/2020,GA,Coweta County,13077,Large fringe metro,53,801
11/04/2020,02/01/2020,10/31/2020,GA,Crisp County,13081,Micropolitan,35,261
11/04/2020,02/01/2020,10/31/2020,GA,Decatur County,13087,Micropolitan,18,242
11/04/2020,02/01/2020,10/31/2020,GA,DeKalb County,13089,Large fringe metro,301,3954
11/04/2020,02/01/2020,10/31/2020,GA,Dodge County,13091,Noncore,23,156
11/04/2020,02/01/2020,10/31/2020,GA,Dougherty County,13095,Small metro,215,1168
11/04/2020,02/01/2020,10/31/2020,GA,Douglas County,13097,Large fringe metro,39,612
11/04/2020,02/01/2020,10/31/2020,GA,Early County,13099,Noncore,14,103
11/04/2020,02/01/2020,10/31/2020,GA,Effingham County,13103,Medium metro,10,226
11/04/2020,02/01/2020,10/31/2020,GA,Emanuel County,13107,Noncore,39,203
11/04/2020,02/01/2020,10/31/2020,GA,Fayette County,13113,Large fringe metro,103,886
11/04/2020,02/01/2020,10/31/2020,GA,Floyd County,13115,Small metro,123,1342
11/04/2020,02/01/2020,10/31/2020,GA,Forsyth County,13117,Large fringe metro,79,1256
11/04/2020,02/01/2020,10/31/2020,GA,Franklin County,13119,Noncore,13,198
11/04/2020,02/01/2020,10/31/2020,GA,Fulton County,13121,Large central metro,704,7243
11/04/2020,02/01/2020,10/31/2020,GA,Glynn County,13127,Small metro,116,953
11/04/2020,02/01/2020,10/31/2020,GA,Gordon County,13129,Micropolitan,35,425
11/04/2020,02/01/2020,10/31/2020,GA,Grady County,13131,Noncore,17,156
11/04/2020,02/01/2020,10/31/2020,GA,Gwinnett County,13135,Large fringe metro,355,3396
11/04/2020,02/01/2020,10/31/2020,GA,Habersham County,13137,Micropolitan,33,308
11/04/2020,02/01/2020,10/31/2020,GA,Hall County,13139,Small metro,250,2184
11/04/2020,02/01/2020,10/31/2020,GA,Henry County,13151,Large fringe metro,106,1499
11/04/2020,02/01/2020,10/31/2020,GA,Houston County,13153,Small metro,81,1036
11/04/2020,02/01/2020,10/31/2020,GA,Jeff Davis County,13161,Noncore,16,136
11/04/2020,02/01/2020,10/31/2020,GA,Jefferson County,13163,Noncore,15,138
11/04/2020,02/01/2020,10/31/2020,GA,Jenkins County,13165,Noncore,14,69
